Region,Subregion,Country,City/station,PM10,PM 2.5,of monitoring stations,for air quality
EurHI,EurB,Poland,Katowice,50,31,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurB,Poland,Kielce,42,35,2 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurB,Poland,Koszalin,26,13,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurB,Poland,Kraków,59,40,2 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurB,Poland,Legnica,42,30,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurB,Poland,Leszno,26,19,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurB,Poland,Lódz,40,25,2 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurB,Poland,Lomza,34,33,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurB,Poland,Lublin,32,23,2 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurB,Poland,Nowy Sacz,55,40,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurB,Poland,Olsztyn,28,20,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurB,Poland,Opole,39,25,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurB,Poland,Ostrow Wielkopolski,39,28,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurB,Poland,Pabianice,56,40,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurB,Poland,Pila,33,23,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurB,Poland,Piotrkow Trybunalski,44,37,2 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurB,Poland,Plock,35,25,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurB,Poland,Poznan,39,27,2 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurB,Poland,Przemysl,45,37,2 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurB,Poland,Radom,39,26,2 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurB,Poland,Rybnik,59,42,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurB,Poland,Rzeszów,42,30,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurB,Poland,Slupsk,27,19,3 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurB,Poland,Sosnowiec,60,43,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurB,Poland,Suwalki,21,15,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurB,Poland,Swidnica,39,28,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurB,Poland,Szczecin,28,16,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurB,Poland,Tarnów,41,31,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurB,Poland,Tczew,22,15,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurB,Poland,Torun,35,23,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurB,Poland,Tychy,48,34,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurB,Poland,Walbrzych,,22,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurB,Poland,Warszawa,35,26,4 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurB,Poland,Wloclawek,24,19,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurB,Poland,Wroclaw,48,28,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurB,Poland,Zabrze,56,40,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurB,Poland,Zamosc,36,26,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurB,Poland,Zgierz,38,30,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurB,Poland,Zielona Góra,23,20,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurB,Poland,Zory,43,33,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Portugal,Almada,26,12,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Portugal,Amadora,21,9,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Portugal,Barreiro,25,11,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Portugal,Braga,20,9,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Portugal,Faro,22,10,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Portugal,Funchal,29,12,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Portugal,Lisboa,28,14,2 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Portugal,Matosinhos,30,13,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Portugal,Paredes,34,14,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Portugal,Porto,31,7,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Portugal,Seixal,39,17,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Portugal,Setúbal,26,11,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Portugal,Valongo,33,14,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Portugal,Vila Franca de Xira,20,8,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Portugal,Vila Nova de Gaia,26,11,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurC,Russian Federation,Moscow,33,22,2 urban background and 4 suburban background stations,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011."
EurHI,EurB,Slovakia,Banská Bystrica,,22,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurB,Slovakia,Bratislava,31,23,3 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurB,Slovakia,Košice,34,26,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurB,Slovakia,Nitra,38,24,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurB,Slovakia,Trencín,40,29,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurB,Slovakia,Žilina,39,32,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Slovenia,Ljubljana,31,25,2 background stations,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Slovenia,Maribor,,23,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Spain,Albacete,31,11,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Spain,Alcorcón,24,12,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Spain,Alicante/Alacant,,11,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Spain,Arrecife,24,6,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Spain,Badajoz,16,9,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Spain,Barcelona,25,16,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Spain,Benidorm,10,9,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Spain,Bilbao,31,13,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Spain,Burgos,25,14,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Spain,Cáceres,14,8,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Spain,Cartagena,26,14,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Spain,Castellón de la Plana/Castelló de la Plana,,13,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Spain,Ciudad Real,19,11,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Spain,Córdoba,24,13,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Spain,Elche/Elx,22,12,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Spain,Elda,15,11,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
EurHI,EurA,Spain,Ferrol,22,12,1 background station,European Environment Agency. AirBase: public air quality database - Air pollution. 
